review,rating,date,bank,source,sentiment_label,sentiment_score
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen Bank,Google Play,negative,0.9973721504211426
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen Bank,Google Play,negative,0.9974337220191956
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen Bank,Google Play,positive,0.9937819838523864
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen Bank,Google Play,positive,0.9998486042022704
it's amazing app i have seen ever,5,2025-02-13,Dashen Bank,Google Play,positive,0.9998574256896972
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen Bank,Google Play,negative,0.9903808236122132
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen Bank,Google Play,negative,0.9046952724456788
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen Bank,Google Play,negative,0.932810604572296
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen Bank,Google Play,positive,0.9986761212348938
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen Bank,Google Play,negative,0.9995891451835632
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen Bank,Google Play,positive,0.9996811151504515
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen Bank,Google Play,negative,0.8565717935562134
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen Bank,Google Play,negative,0.9961472749710084
It doesn't work,1,2025-02-07,Dashen Bank,Google Play,negative,0.9997813105583192
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen Bank,Google Play,positive,0.99981027841568
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen Bank,Google Play,positive,0.9998507499694824
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen Bank,Google Play,negative,0.985221803188324
"Good app, bad security",3,2025-02-06,Dashen Bank,Google Play,positive,0.9893004298210144
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen Bank,Google Play,negative,0.9956958293914796
Wonderful Application 😍,5,2025-02-05,Dashen Bank,Google Play,positive,0.9998589754104614
I loved it,5,2025-02-05,Dashen Bank,Google Play,positive,0.9998809099197388
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen Bank,Google Play,negative,0.8832131028175354
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen Bank,Google Play,positive,0.999471127986908
Not good this app,1,2025-02-04,Dashen Bank,Google Play,negative,0.9997790455818176
Best app,5,2025-02-04,Dashen Bank,Google Play,positive,0.999686598777771
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen Bank,Google Play,negative,0.990936815738678
Perfect,5,2025-02-02,Dashen Bank,Google Play,positive,0.9998517036437988
"It does not work functional ,",1,2025-02-02,Dashen Bank,Google Play,negative,0.9997901320457458
Ok,5,2025-02-02,Dashen Bank,Google Play,positive,0.9997851252555848
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen Bank,Google Play,positive,0.9958037734031676
Gret experience,5,2025-02-01,Dashen Bank,Google Play,negative,0.7600323557853699
All good we need more,3,2025-01-31,Dashen Bank,Google Play,positive,0.9996538162231444
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen Bank,Google Play,positive,0.9997517466545104
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen Bank,Google Play,positive,0.9998608827590942
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen Bank,Google Play,positive,0.9995208978652954
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen Bank,Google Play,negative,0.9945861101150512
Just Wow,5,2025-01-29,Dashen Bank,Google Play,positive,0.999775230884552
mobile banking to the next level,5,2025-01-28,Dashen Bank,Google Play,positive,0.9409878849983216
The first 3 star review is me,3,2025-01-25,Dashen Bank,Google Play,positive,0.9967767596244812
Is not working,1,2025-01-25,Dashen Bank,Google Play,negative,0.9997809529304504
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen Bank,Google Play,positive,0.9998725652694702
V good ❗️,5,2025-01-24,Dashen Bank,Google Play,positive,0.9993855953216552
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen Bank,Google Play,positive,0.9862456321716307
I only see white page,2,2025-01-23,Dashen Bank,Google Play,negative,0.9910238981246948
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen Bank,Google Play,positive,0.9994206428527832
Amizing Application 😍,5,2025-01-22,Dashen Bank,Google Play,negative,0.9905142784118652
Fastest and easy to use,5,2025-01-22,Dashen Bank,Google Play,positive,0.9997114539146424
ስም ብቻ 😏,2,2025-01-21,Dashen Bank,Google Play,negative,0.8337253928184509
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen Bank,Google Play,negative,0.9579959511756896
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen Bank,Google Play,positive,0.9711758494377136
Needs some improvement,5,2025-01-20,Dashen Bank,Google Play,negative,0.998008668422699
Amazing,5,2025-01-20,Dashen Bank,Google Play,positive,0.999875545501709
Amazing super app,5,2025-01-19,Dashen Bank,Google Play,positive,0.9998658895492554
I hope it will be better than amole,5,2025-01-18,Dashen Bank,Google Play,positive,0.9969701766967772
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen Bank,Google Play,negative,0.9463616013526917
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,Dashen Bank,Google Play,negative,0.983262538909912
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,Dashen Bank,Google Play,positive,0.9967933297157288
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen Bank,Google Play,positive,0.99988055229187
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Dashen Bank,Google Play,positive,0.9968047142028807
Pro max,5,2025-01-17,Dashen Bank,Google Play,positive,0.9984601736068726
The most good app and easy,5,2025-01-16,Dashen Bank,Google Play,positive,0.9998631477355956
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,Dashen Bank,Google Play,positive,0.9998682737350464
Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,Dashen Bank,Google Play,positive,0.9998549222946168
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,5,2025-01-16,Dashen Bank,Google Play,positive,0.9874703288078308
Best app.,5,2025-01-16,Dashen Bank,Google Play,positive,0.999774158000946
Better Move to catch the competition up👍,5,2025-01-16,Dashen Bank,Google Play,positive,0.9914565682411194
"Great job my home, my bank.",5,2025-01-16,Dashen Bank,Google Play,positive,0.9998712539672852
Always one step ahead! What a masterpiece.,5,2025-01-16,Dashen Bank,Google Play,positive,0.9998708963394164
Great App Well done Dashen Bank,5,2025-01-15,Dashen Bank,Google Play,positive,0.9997735619544984
Great!,5,2025-01-15,Dashen Bank,Google Play,positive,0.9998692274093628
"I love it but it has bugs during confirmation of password! So, please make it functional",5,2025-01-15,Dashen Bank,Google Play,positive,0.98050457239151
Always one step forward,5,2025-01-15,Dashen Bank,Google Play,positive,0.999639630317688
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,Dashen Bank,Google Play,positive,0.9995723366737366
Small size with vast features and functionalities.,5,2025-01-15,Dashen Bank,Google Play,positive,0.9981461763381958
Amazing app 👏 👌 Dashen bank one step a head,5,2025-01-15,Dashen Bank,Google Play,positive,0.9995114803314208
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-15,Dashen Bank,Google Play,positive,0.999612033367157
Dashen Bank Always One Step Ahead!,5,2025-01-15,Dashen Bank,Google Play,positive,0.9996882677078248
U can't create account,1,2025-01-15,Dashen Bank,Google Play,negative,0.9984429478645324
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,Dashen Bank,Google Play,positive,0.9998613595962524
We will see it,2,2025-01-15,Dashen Bank,Google Play,positive,0.9998630285263062
Always one step a head!,5,2025-01-15,Dashen Bank,Google Play,positive,0.9981322884559632
"A lightweight,catchy and smooth app",5,2025-01-15,Dashen Bank,Google Play,positive,0.998709201812744
Very impressive interface with best security feature and user friendly app.,5,2025-01-15,Dashen Bank,Google Play,positive,0.9997988343238832
It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,Dashen Bank,Google Play,positive,0.9998282194137572
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",5,2025-01-15,Dashen Bank,Google Play,positive,0.7550329566001892
This is My Bank!,5,2025-01-15,Dashen Bank,Google Play,positive,0.9968095421791076
"Truly, db => AlwaysOneStepAhead !!",5,2025-01-14,Dashen Bank,Google Play,negative,0.9989049434661864
ALWAYS ONE STEP AHEAD,5,2025-01-14,Dashen Bank,Google Play,positive,0.9997699856758118
Well developed,5,2025-01-14,Dashen Bank,Google Play,positive,0.9998576641082764
oh nice!!! i wish it's very nice app,5,2025-01-14,Dashen Bank,Google Play,positive,0.9996349811553956
Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-14,Dashen Bank,Google Play,positive,0.9997010827064514
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,Dashen Bank,Google Play,positive,0.9996860027313232
Wow Dashen Super App 🚀🚀,5,2025-01-14,Dashen Bank,Google Play,positive,0.9978638291358948
All in One,5,2025-01-14,Dashen Bank,Google Play,positive,0.9988051652908324
The best Banking app I have ever seen,5,2025-01-14,Dashen Bank,Google Play,positive,0.9997634291648864
It looks good and simple to use,5,2025-01-14,Dashen Bank,Google Play,positive,0.9998189806938172
App That makes Difference!,5,2025-01-14,Dashen Bank,Google Play,positive,0.9998338222503662
Faster and userfriendly,5,2025-01-14,Dashen Bank,Google Play,positive,0.9199283123016356
"Waw Great and innovated,user friendly, always one step ahead",5,2025-01-13,Dashen Bank,Google Play,positive,0.999778687953949
It's Best waww 🙏,5,2025-01-13,Dashen Bank,Google Play,positive,0.999744474887848
Always one step ahead,5,2025-01-13,Dashen Bank,Google Play,positive,0.9997699856758118
"Like Me, I Hope It Works Better Than Before.",5,2025-01-11,Dashen Bank,Google Play,positive,0.99872225522995
